measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
9311,BAL,DEU,49,1003,753,2,9311,A,R-OTTER,NONE,O10T12M,2007
35977,BAL,DEU,392,1319,4675,6,35977,A,R-TRAMMEL,NONE,O10T12M,2007
2095,BAL,DNK,22,355,159,1,2095,A,GILL,NONE,O10T12M,2007
1802,BAL,DNK,17,212,68,1,1802,B,GILL,NONE,O10T12M,2007
22094,BAL,DNK,238,720,2891,5,22094,A,NONE,NONE,O10T12M,2007
378,BAL,DNK,3,126,46,1,378,A,PEL_TRAWL,NONE,O10T12M,2007
2225,BAL,DNK,36,247,266,1,2225,A,POTS,NONE,O10T12M,2007
7941,BAL,DNK,98,165,1532,2,7941,A,R-DEM_SEINE,NONE,O10T12M,2007
262375,BAL,DNK,3060,5755,29188,18,262375,A,R-GILL,NONE,O10T12M,2007
101720,BAL,DNK,1043,1707,10719,9,101720,B,R-GILL,NONE,O10T12M,2007
34948,BAL,DNK,454,2391,4198,12,34948,A,R-LONGLINE,NONE,O10T12M,2007
40921,BAL,DNK,339,1008,3897,8,40921,B,R-LONGLINE,NONE,O10T12M,2007
131990,BAL,DNK,1250,2695,16376,12,131990,A,R-OTTER,NONE,O10T12M,2007
46335,BAL,DNK,435,1135,5227,11,46335,B,R-OTTER,NONE,O10T12M,2007
111788,BAL,DNK,1195,1495,14564,9,111788,A,R-TRAMMEL,NONE,O10T12M,2007
2828,BAL,EST,14,7,97,1,2828,C,R-OTTER,NONE,O10T12M,2007
5585.72,BAL,LTU,109,,659.14,,5585.72,B,GILL,NONE,O10T12M,2007
25216.11,BAL,LTU,454,,3190.69,,25216.11,B,R-GILL,NONE,O10T12M,2007
5779.5,BAL,LTU,48,,629.28,,5779.5,B,R-LONGLINE,NONE,O10T12M,2007
2730,BAL,POL,39,70,315,1,2730,A,DEM_SEINE,NONE,O10T12M,2007
24633,BAL,POL,363,1062,3605,10,24633,A,GILL,NONE,O10T12M,2007
841,BAL,POL,11,251,117,2,841,B,GILL,NONE,O10T12M,2007
13077,BAL,POL,132,477,1677,3,13077,A,OTTER,NONE,O10T12M,2007
735,BAL,POL,5,147,116,1,735,B,OTTER,NONE,O10T12M,2007
5175,BAL,POL,47,205,654,1,5175,B,POTS,NONE,O10T12M,2007
79242,BAL,POL,1115,2988,12964,32,79242,A,R-GILL,NONE,O10T12M,2007
181261,BAL,POL,2438,3943,28419,40,181261,B,R-GILL,NONE,O10T12M,2007
12168,BAL,POL,163,1117,2052,13,12168,A,R-LONGLINE,NONE,O10T12M,2007
121715,BAL,POL,1485,3442,18779,40,121715,B,R-LONGLINE,NONE,O10T12M,2007
21159,BAL,SWE,192,1142,2730,4,21159,A,GILL,NONE,O10T12M,2007
1995,BAL,SWE,31,329,311,3,1995,B,GILL,NONE,O10T12M,2007
80849,BAL,SWE,548,3207,4807,13,80849,C,GILL,NONE,O10T12M,2007
13667,BAL,SWE,70,1398,843,5,13667,A,NONE,NONE,O10T12M,2007
7478,BAL,SWE,30,603,312,2,7478,B,NONE,NONE,O10T12M,2007
1801,BAL,SWE,7,257,34,1,1801,C,NONE,NONE,O10T12M,2007
3000,BAL,SWE,34,176,403,1,3000,B,OTTER,NONE,O10T12M,2007
117492,BAL,SWE,670,4631,7006,20,117492,C,OTTER,NONE,O10T12M,2007
4659,BAL,SWE,53,290,703,3,4659,A,POTS,NONE,O10T12M,2007
570,BAL,SWE,5,114,72,1,570,B,POTS,NONE,O10T12M,2007
8721,BAL,SWE,49,257,386,1,8721,C,POTS,NONE,O10T12M,2007
340052,BAL,SWE,2451,4971,33714,17,340052,A,R-GILL,NONE,O10T12M,2007
338208,BAL,SWE,3472,7474,40072,42,338208,B,R-GILL,NONE,O10T12M,2007
12446,BAL,SWE,156,506,1609,4,12446,C,R-GILL,NONE,O10T12M,2007
9539,BAL,SWE,97,576,1115,6,9539,A,R-LONGLINE,NONE,O10T12M,2007
60534,BAL,SWE,789,1803,9141,20,60534,B,R-LONGLINE,NONE,O10T12M,2007
7355,BAL,SWE,40,184,760,1,7355,B,R-OTTER,NONE,O10T12M,2007
18982,BAL,SWE,184,1126,1917,5,18982,A,R-TRAMMEL,NONE,O10T12M,2007
2084,BAL,SWE,25,389,348,2,2084,B,R-TRAMMEL,NONE,O10T12M,2007
5661,BAL,SWE,84,136,860,2,5661,B,TRAMMEL,NONE,O10T12M,2007
2938,BAL,SWE,27,109,279,1,2938,C,TRAMMEL,NONE,O10T12M,2007
199239,BAL,DEU,2527,5416,28460,35,199239,A,GILL,NONE,O10T12M,2008
11483,BAL,DEU,217,557,2241,3,11483,A,NONE,NONE,O10T12M,2008
40929,BAL,DEU,267,1881,4690,7,40929,A,OTTER,NONE,O10T12M,2008
10268,BAL,DEU,68,151,1224,1,10268,A,PEL_TRAWL,NONE,O10T12M,2008
3417,BAL,DEU,67,606,548,3,3417,A,POTS,NONE,O10T12M,2008
523024,BAL,DEU,5583,8008,65469,39,523024,A,R-GILL,NONE,O10T12M,2008
50252,BAL,DEU,609,2316,6478,23,50252,A,R-LONGLINE,NONE,O10T12M,2008
5970,BAL,DEU,30,587,603,1,5970,A,R-OTTER,NONE,O10T12M,2008
440,BAL,DEU,2,220,48,1,440,B,R-OTTER,NONE,O10T12M,2008
21114,BAL,DEU,211,1354,2374,6,21114,A,R-TRAMMEL,NONE,O10T12M,2008
7534,BAL,DNK,81,260,464,2,7534,A,GILL,NONE,O10T12M,2008
4770,BAL,DNK,45,212,180,1,4770,B,GILL,NONE,O10T12M,2008
26147,BAL,DNK,283,359,3280,4,26147,A,NONE,NONE,O10T12M,2008
72,BAL,DNK,1,72,12,1,72,A,OTTER,NONE,O10T12M,2008
954,BAL,DNK,7,276,99,2,954,A,PEL_TRAWL,NONE,O10T12M,2008
95,BAL,DNK,1,95,9,1,95,A,POTS,NONE,O10T12M,2008
7452,BAL,DNK,92,162,1444,1,7452,A,R-DEM_SEINE,NONE,O10T12M,2008
283182,BAL,DNK,3258,5638,31263,14,283182,A,R-GILL,NONE,O10T12M,2008
99448,BAL,DNK,1034,1402,10491,9,99448,B,R-GILL,NONE,O10T12M,2008
7904,BAL,DNK,115,322,723,3,7904,A,R-LONGLINE,NONE,O10T12M,2008
25412,BAL,DNK,189,774,2391,7,25412,B,R-LONGLINE,NONE,O10T12M,2008
112661,BAL,DNK,1041,2416,14223,14,112661,A,R-OTTER,NONE,O10T12M,2008
44990,BAL,DNK,405,742,5360,7,44990,B,R-OTTER,NONE,O10T12M,2008
124306,BAL,DNK,1326,2219,16205,9,124306,A,R-TRAMMEL,NONE,O10T12M,2008
96,BAL,DNK,1,96,15,1,96,A,TRAMMEL,NONE,O10T12M,2008
4242,BAL,EST,21,7,145,1,4242,C,R-OTTER,NONE,O10T12M,2008
12658.15,BAL,LTU,190,,1590.66,,12658.15,B,GILL,NONE,O10T12M,2008
27390.55,BAL,LTU,392,,3562.58,,27390.55,B,R-GILL,NONE,O10T12M,2008
10354.98,BAL,LTU,101,,1358.99,,10354.98,B,R-LONGLINE,NONE,O10T12M,2008
4340,BAL,POL,62,140,562,2,4340,A,DEM_SEINE,NONE,O10T12M,2008
13115,BAL,POL,195,754,2024,5,13115,A,GILL,NONE,O10T12M,2008
2358,BAL,POL,34,292,348,3,2358,B,GILL,NONE,O10T12M,2008
10661,BAL,POL,118,547,1394,4,10661,A,OTTER,NONE,O10T12M,2008
2490,BAL,POL,30,205,369,1,2490,B,POTS,NONE,O10T12M,2008
65072,BAL,POL,853,2949,10105,31,65072,A,R-GILL,NONE,O10T12M,2008
239214,BAL,POL,3194,4229,37547,41,239214,B,R-GILL,NONE,O10T12M,2008
2677,BAL,POL,37,578,384,4,2677,A,R-LONGLINE,NONE,O10T12M,2008
53121,BAL,POL,676,2908,8187,32,53121,B,R-LONGLINE,NONE,O10T12M,2008
21426,BAL,SWE,191,721,2657,2,21426,A,GILL,NONE,O10T12M,2008
1868,BAL,SWE,19,228,221,1,1868,B,GILL,NONE,O10T12M,2008
81402,BAL,SWE,552,3156,5118,14,81402,C,GILL,NONE,O10T12M,2008
18597,BAL,SWE,72,1144,586,4,18597,A,NONE,NONE,O10T12M,2008
6721,BAL,SWE,24,603,245,2,6721,B,NONE,NONE,O10T12M,2008
1801,BAL,SWE,7,257,34,1,1801,C,NONE,NONE,O10T12M,2008
2735,BAL,SWE,31,88,368,1,2735,B,OTTER,NONE,O10T12M,2008
102311,BAL,SWE,594,4557,6208,20,102311,C,OTTER,NONE,O10T12M,2008
1860,BAL,SWE,22,85,213,1,1860,A,POTS,NONE,O10T12M,2008
6673,BAL,SWE,26,393,405,2,6673,B,POTS,NONE,O10T12M,2008
2912,BAL,SWE,33,176,356,1,2912,C,POTS,NONE,O10T12M,2008
407468,BAL,SWE,2874,5746,40070,21,407468,A,R-GILL,NONE,O10T12M,2008
382139,BAL,SWE,4449,7487,51039,37,382139,B,R-GILL,NONE,O10T12M,2008
16290,BAL,SWE,165,380,1898,3,16290,C,R-GILL,NONE,O10T12M,2008
10474,BAL,SWE,97,1201,1004,7,10474,A,R-LONGLINE,NONE,O10T12M,2008
83036,BAL,SWE,1079,1916,12451,20,83036,B,R-LONGLINE,NONE,O10T12M,2008
80,BAL,SWE,1,80,16,1,80,C,R-LONGLINE,NONE,O10T12M,2008
184,BAL,SWE,1,184,19,1,184,A,R-OTTER,NONE,O10T12M,2008
22144,BAL,SWE,132,426,2387,2,22144,B,R-OTTER,NONE,O10T12M,2008
16721,BAL,SWE,222,958,1783,4,16721,A,R-TRAMMEL,NONE,O10T12M,2008
3791,BAL,SWE,27,393,384,2,3791,B,R-TRAMMEL,NONE,O10T12M,2008
5540,BAL,SWE,81,191,829,2,5540,B,TRAMMEL,NONE,O10T12M,2008
3482,BAL,SWE,32,218,331,1,3482,C,TRAMMEL,NONE,O10T12M,2008
140,BAL,DEU,1,140,13,1,140,A,BEAM,NONE,O10T12M,2009
153731,BAL,DEU,1930,5745,21583,39,153731,A,GILL,NONE,O10T12M,2009
10543,BAL,DEU,182,331,1982,4,10543,A,NONE,NONE,O10T12M,2009
32997,BAL,DEU,225,2025,3608,7,32997,A,OTTER,NONE,O10T12M,2009
14960,BAL,DEU,68,220,1632,1,14960,B,OTTER,NONE,O10T12M,2009
180,BAL,DEU,1,180,31,1,180,A,PEL_TRAWL,NONE,O10T12M,2009
9320,BAL,DEU,111,467,1109,3,9320,A,POTS,NONE,O10T12M,2009
390522,BAL,DEU,4394,9137,52103,36,390522,A,R-GILL,NONE,O10T12M,2009
1920,BAL,DEU,12,160,132,1,1920,B,R-GILL,NONE,O10T12M,2009
62257,BAL,DEU,653,2096,7516,18,62257,A,R-LONGLINE,NONE,O10T12M,2009
3698,BAL,DEU,19,396,411,1,3698,A,R-OTTER,NONE,O10T12M,2009
660,BAL,DEU,3,220,72,1,660,B,R-OTTER,NONE,O10T12M,2009
26149,BAL,DEU,266,1058,3006,5,26149,A,R-TRAMMEL,NONE,O10T12M,2009
8977,BAL,DNK,106,340,792,2,8977,A,GILL,NONE,O10T12M,2009
774,BAL,DNK,8,138,37,1,774,B,GILL,NONE,O10T12M,2009
26391,BAL,DNK,279,487,3253,4,26391,A,NONE,NONE,O10T12M,2009
878,BAL,DNK,11,187,107,2,878,B,NONE,NONE,O10T12M,2009
83,BAL,DNK,1,83,8,1,83,A,POTS,NONE,O10T12M,2009
6642,BAL,DNK,82,162,1288,1,6642,A,R-DEM_SEINE,NONE,O10T12M,2009
239160,BAL,DNK,2612,4406,24859,12,239160,A,R-GILL,NONE,O10T12M,2009
106578,BAL,DNK,1101,1625,10945,10,106578,B,R-GILL,NONE,O10T12M,2009
7782,BAL,DNK,120,355,676,3,7782,A,R-LONGLINE,NONE,O10T12M,2009
31947,BAL,DNK,252,1281,3063,7,31947,B,R-LONGLINE,NONE,O10T12M,2009
144218,BAL,DNK,1265,3688,17203,10,144218,A,R-OTTER,NONE,O10T12M,2009
71277,BAL,DNK,605,1395,8772,11,71277,B,R-OTTER,NONE,O10T12M,2009
81,BAL,DNK,1,81,8,1,81,A,R-PEL_TRAWL,NONE,O10T12M,2009
125947,BAL,DNK,1353,1748,16149,7,125947,A,R-TRAMMEL,NONE,O10T12M,2009
6172,BAL,LTU,,,873,5,6172,B,GILL,NONE,O10T12M,2009
22017,BAL,LTU,279,,2958,,22017,B,R-GILL,NONE,O10T12M,2009
5429,BAL,LTU,61,,719,,5429,B,R-LONGLINE,NONE,O10T12M,2009
1400,BAL,POL,20,140,208,2,1400,A,DEM_SEINE,NONE,O10T12M,2009
19771,BAL,POL,257,804,2639,8,19771,A,GILL,NONE,O10T12M,2009
683,BAL,POL,10,222,111,2,683,B,GILL,NONE,O10T12M,2009
15296,BAL,POL,183,470,2005,5,15296,A,OTTER,NONE,O10T12M,2009
1960,BAL,POL,28,140,228,2,1960,A,POTS,NONE,O10T12M,2009
2768,BAL,POL,29,298,376,1,2768,B,POTS,NONE,O10T12M,2009
45247,BAL,POL,606,1214,6982,13,45247,A,R-GILL,NONE,O10T12M,2009
247640,BAL,POL,3339,3632,40220,35,247640,B,R-GILL,NONE,O10T12M,2009
2529,BAL,POL,39,409,361,3,2529,A,R-LONGLINE,NONE,O10T12M,2009
32070,BAL,POL,433,1159,5322,12,32070,B,R-LONGLINE,NONE,O10T12M,2009
882,BAL,SWE,6,441,104,1,882,B,DEM_SEINE,NONE,O10T12M,2009
45263,BAL,SWE,335,1470,4562,5,45263,A,GILL,NONE,O10T12M,2009
3337,BAL,SWE,32,293,288,1,3337,B,GILL,NONE,O10T12M,2009
57576,BAL,SWE,369,3175,3173,15,57576,C,GILL,NONE,O10T12M,2009
16707,BAL,SWE,65,841,514,3,16707,A,NONE,NONE,O10T12M,2009
8595,BAL,SWE,44,603,447,2,8595,B,NONE,NONE,O10T12M,2009
4841,BAL,SWE,53,276,638,1,4841,B,OTTER,NONE,O10T12M,2009
95199,BAL,SWE,536,4379,5365,20,95199,C,OTTER,NONE,O10T12M,2009
8529,BAL,SWE,58,294,1003,1,8529,B,PEL_SEINE,NONE,O10T12M,2009
507,BAL,SWE,6,85,58,1,507,A,POTS,NONE,O10T12M,2009
4360,BAL,SWE,109,40,991,1,4360,B,POTS,NONE,O10T12M,2009
2363,BAL,SWE,26,211,278,2,2363,C,POTS,NONE,O10T12M,2009
332929,BAL,SWE,2383,6072,32110,23,332929,A,R-GILL,NONE,O10T12M,2009
382273,BAL,SWE,4164,7733,47722,42,382273,B,R-GILL,NONE,O10T12M,2009
28241,BAL,SWE,321,944,3562,5,28241,C,R-GILL,NONE,O10T12M,2009
36199,BAL,SWE,330,1383,4151,13,36199,A,R-LONGLINE,NONE,O10T12M,2009
81443,BAL,SWE,943,2747,10629,23,81443,B,R-LONGLINE,NONE,O10T12M,2009
88,BAL,SWE,1,88,11,1,88,A,R-OTTER,NONE,O10T12M,2009
5696,BAL,SWE,32,610,596,2,5696,B,R-OTTER,NONE,O10T12M,2009
59580,BAL,SWE,464,1858,6109,8,59580,A,R-TRAMMEL,NONE,O10T12M,2009
540,BAL,SWE,6,358,86,1,540,B,R-TRAMMEL,NONE,O10T12M,2009
3846,BAL,SWE,58,70,586,1,3846,B,TRAMMEL,NONE,O10T12M,2009
1415,BAL,SWE,13,109,134,1,1415,C,TRAMMEL,NONE,O10T12M,2009
111402,BAL,DEU,1390,6223,15411,38,111402,A,GILL,NONE,O10T12M,2010
23794,BAL,DEU,165,2056,2626,6,23794,A,OTTER,NONE,O10T12M,2010
8140,BAL,DEU,37,220,888,1,8140,B,OTTER,NONE,O10T12M,2010
2769,BAL,DEU,56,308,426,2,2769,A,POTS,NONE,O10T12M,2010
431073,BAL,DEU,4298,9256,52136,31,431073,A,R-GILL,NONE,O10T12M,2010
42596,BAL,DEU,469,2154,5069,19,42596,A,R-LONGLINE,NONE,O10T12M,2010
3581,BAL,DEU,23,498,383,2,3581,A,R-OTTER,NONE,O10T12M,2010
6033,BAL,DEU,89,641,1001,5,6033,A,R-TRAMMEL,NONE,O10T12M,2010
9314,BAL,DNK,107,422,752,2,9314,A,GILL,NONE,O10T12M,2010
19997,BAL,DNK,212,686,2526,5,19997,A,NONE,NONE,O10T12M,2010
472,BAL,DNK,5,140,55,1,472,B,NONE,NONE,O10T12M,2010
786,BAL,DNK,5,276,70,2,786,A,PEL_TRAWL,NONE,O10T12M,2010
3564,BAL,DNK,44,162,691,1,3564,A,R-DEM_SEINE,NONE,O10T12M,2010
202539,BAL,DNK,2149,4341,20703,11,202539,A,R-GILL,NONE,O10T12M,2010
75864,BAL,DNK,783,1070,7799,8,75864,B,R-GILL,NONE,O10T12M,2010
13277,BAL,DNK,184,388,1206,3,13277,A,R-LONGLINE,NONE,O10T12M,2010
34557,BAL,DNK,285,1150,3457,5,34557,B,R-LONGLINE,NONE,O10T12M,2010
184300,BAL,DNK,1674,3900,22376,13,184300,A,R-OTTER,NONE,O10T12M,2010
57339,BAL,DNK,486,1336,6804,11,57339,B,R-OTTER,NONE,O10T12M,2010
129,BAL,DNK,1,129,14,1,129,A,R-PEL_TRAWL,NONE,O10T12M,2010
117047,BAL,DNK,1264,1873,14732,8,117047,A,R-TRAMMEL,NONE,O10T12M,2010
1443,BAL,LTU,,,214,2,1443,B,GILL,NONE,O10T12M,2010
22536,BAL,LTU,289,,3029,,22536,B,R-GILL,NONE,O10T12M,2010
3956,BAL,LTU,43,,482,,3956,B,R-LONGLINE,NONE,O10T12M,2010
70,BAL,POL,1,70,11,1,70,A,DEM_SEINE,NONE,O10T12M,2010
2701,BAL,POL,35,375,394,3,2701,A,GILL,NONE,O10T12M,2010
3290,BAL,POL,29,320,449,2,3290,B,GILL,NONE,O10T12M,2010
22792,BAL,POL,227,746,2960,8,22792,A,OTTER,NONE,O10T12M,2010
130,BAL,POL,1,130,8,1,130,B,OTTER,NONE,O10T12M,2010
1330,BAL,POL,19,140,177,2,1330,A,POTS,NONE,O10T12M,2010
4705,BAL,POL,44,205,605,1,4705,B,POTS,NONE,O10T12M,2010
26667,BAL,POL,398,780,4423,11,26667,A,R-GILL,NONE,O10T12M,2010
242717,BAL,POL,3229,4180,39198,35,242717,B,R-GILL,NONE,O10T12M,2010
2920,BAL,POL,44,330,496,3,2920,A,R-LONGLINE,NONE,O10T12M,2010
64980,BAL,POL,900,1660,10418,16,64980,B,R-LONGLINE,NONE,O10T12M,2010
1350,BAL,SWE,12,112,191,1,1350,B,DREDGE,NONE,O10T12M,2010
40616,BAL,SWE,338,1726,5062,6,40616,A,GILL,NONE,O10T12M,2010
2106,BAL,SWE,32,221,359,1,2106,B,GILL,NONE,O10T12M,2010
51809,BAL,SWE,351,3161,3134,13,51809,C,GILL,NONE,O10T12M,2010
22419,BAL,SWE,91,1184,743,6,22419,A,NONE,NONE,O10T12M,2010
353,BAL,SWE,1,353,18,1,353,B,NONE,NONE,O10T12M,2010
1744,BAL,SWE,19,279,290,2,1744,B,OTTER,NONE,O10T12M,2010
98215,BAL,SWE,527,4772,5399,20,98215,C,OTTER,NONE,O10T12M,2010
7500,BAL,SWE,51,441,882,1,7500,B,PEL_SEINE,NONE,O10T12M,2010
153,BAL,SWE,2,76,36,1,153,B,PEL_TRAWL,NONE,O10T12M,2010
522,BAL,SWE,2,261,26,1,522,C,PEL_TRAWL,NONE,O10T12M,2010
423,BAL,SWE,5,85,48,1,423,A,POTS,NONE,O10T12M,2010
5939,BAL,SWE,139,95,1319,1,5939,B,POTS,NONE,O10T12M,2010
3941,BAL,SWE,38,211,363,2,3941,C,POTS,NONE,O10T12M,2010
272974,BAL,SWE,1988,4218,28163,16,272974,A,R-GILL,NONE,O10T12M,2010
298597,BAL,SWE,2980,7312,35081,39,298597,B,R-GILL,NONE,O10T12M,2010
27952,BAL,SWE,298,1540,3568,9,27952,C,R-GILL,NONE,O10T12M,2010
27550,BAL,SWE,216,1420,2764,9,27550,A,R-LONGLINE,NONE,O10T12M,2010
72236,BAL,SWE,782,2988,9571,20,72236,B,R-LONGLINE,NONE,O10T12M,2010
1655,BAL,SWE,9,184,171,1,1655,B,R-OTTER,NONE,O10T12M,2010
35200,BAL,SWE,256,1301,3231,5,35200,A,R-TRAMMEL,NONE,O10T12M,2010
66,BAL,SWE,1,66,10,1,66,B,R-TRAMMEL,NONE,O10T12M,2010
6830,BAL,SWE,101,136,1026,1,6830,B,TRAMMEL,NONE,O10T12M,2010
1306,BAL,SWE,12,109,124,1,1306,C,TRAMMEL,NONE,O10T12M,2010
108276,BAL,DEU,1291,6026,14458,35,108276,A,GILL,NONE,O10T12M,2011
21744,BAL,DEU,168,2164,2438,4,21744,A,OTTER,NONE,O10T12M,2011
1306,BAL,DEU,27,264,200,2,1306,A,POTS,NONE,O10T12M,2011
385679,BAL,DEU,4130,8828,48768,31,385679,A,R-GILL,NONE,O10T12M,2011
33812,BAL,DEU,350,1392,3705,13,33812,A,R-LONGLINE,NONE,O10T12M,2011
2122,BAL,DEU,14,746,206,2,2122,A,R-OTTER,NONE,O10T12M,2011
12166,BAL,DEU,164,486,2279,5,12166,A,R-TRAMMEL,NONE,O10T12M,2011
147,BAL,DEU,1,147,15,1,147,A,TRAMMEL,NONE,O10T12M,2011
6701,BAL,DNK,64,761,557,2,6701,A,GILL,NONE,O10T12M,2011
26304,BAL,DNK,285,462,3287,4,26304,A,NONE,NONE,O10T12M,2011
548,BAL,DNK,6,332,69,3,548,B,NONE,NONE,O10T12M,2011
1214,BAL,DNK,8,469,112,2,1214,A,OTTER,NONE,O10T12M,2011
4293,BAL,DNK,53,162,832,1,4293,A,R-DEM_SEINE,NONE,O10T12M,2011
192203,BAL,DNK,2069,3246,20137,11,192203,A,R-GILL,NONE,O10T12M,2011
57582,BAL,DNK,634,635,6018,5,57582,B,R-GILL,NONE,O10T12M,2011
16918,BAL,DNK,234,636,1419,3,16918,A,R-LONGLINE,NONE,O10T12M,2011
37785,BAL,DNK,309,1039,3760,5,37785,B,R-LONGLINE,NONE,O10T12M,2011
160727,BAL,DNK,1420,3218,18696,15,160727,A,R-OTTER,NONE,O10T12M,2011
98247,BAL,DNK,748,1134,10734,9,98247,B,R-OTTER,NONE,O10T12M,2011
83330,BAL,DNK,865,1131,10118,6,83330,A,R-TRAMMEL,NONE,O10T12M,2011
348,BAL,DNK,4,87,23,1,348,B,R-TRAMMEL,NONE,O10T12M,2011
965,BAL,LTU,,,1259,3,965,B,GILL,NONE,O10T12M,2011
17733,BAL,LTU,235,,2159,1,17733,B,R-GILL,NONE,O10T12M,2011
3864,BAL,LTU,48,,406,,3864,B,R-LONGLINE,NONE,O10T12M,2011
706,BAL,POL,12,118,154,1,706,A,DEM_SEINE,NONE,O10T12M,2011
22539,BAL,POL,288,1377,3178,7,22539,A,GILL,NONE,O10T12M,2011
9986,BAL,POL,115,1339,1284,6,9986,B,GILL,NONE,O10T12M,2011
42375,BAL,POL,413,1432,5987,9,42375,A,OTTER,NONE,O10T12M,2011
3213,BAL,POL,47,468,439,3,3213,A,POTS,NONE,O10T12M,2011
5850,BAL,POL,38,407,731,1,5850,B,POTS,NONE,O10T12M,2011
38551,BAL,POL,581,1195,6757,13,38551,A,R-GILL,NONE,O10T12M,2011
331698,BAL,POL,4452,5374,53822,40,331698,B,R-GILL,NONE,O10T12M,2011
2312,BAL,POL,34,470,402,3,2312,A,R-LONGLINE,NONE,O10T12M,2011
76462,BAL,POL,1026,2369,12435,21,76462,B,R-LONGLINE,NONE,O10T12M,2011
11485,BAL,POL,115,741,1754,6,11485,A,R-OTTER,NONE,O10T12M,2011
56059,BAL,POL,500,822,7577,6,56059,B,R-OTTER,NONE,O10T12M,2011
100,BAL,POL,2,50,19,1,100,B,R-PEL_TRAWL,NONE,O10T12M,2011
32103,BAL,SWE,265,1072,4327,4,32103,A,GILL,NONE,O10T12M,2011
4460,BAL,SWE,51,568,600,3,4460,B,GILL,NONE,O10T12M,2011
59720,BAL,SWE,379,2948,3370,12,59720,C,GILL,NONE,O10T12M,2011
162,BAL,SWE,2,81,19,1,162,B,NONE,NONE,O10T12M,2011
4971,BAL,SWE,50,382,719,2,4971,B,OTTER,NONE,O10T12M,2011
94312,BAL,SWE,500,4499,5149,19,94312,C,OTTER,NONE,O10T12M,2011
6177,BAL,SWE,42,294,726,1,6177,B,PEL_SEINE,NONE,O10T12M,2011
96,BAL,SWE,1,96,12,1,96,C,PEL_TRAWL,NONE,O10T12M,2011
5372,BAL,SWE,46,217,463,1,5372,A,POTS,NONE,O10T12M,2011
2581,BAL,SWE,29,110,373,1,2581,B,POTS,NONE,O10T12M,2011
1610,BAL,SWE,18,198,122,1,1610,C,POTS,NONE,O10T12M,2011
274838,BAL,SWE,1915,6296,27612,20,274838,A,R-GILL,NONE,O10T12M,2011
256207,BAL,SWE,2758,6371,32018,34,256207,B,R-GILL,NONE,O10T12M,2011
28856,BAL,SWE,340,844,4086,6,28856,C,R-GILL,NONE,O10T12M,2011
40105,BAL,SWE,307,1631,3321,11,40105,A,R-LONGLINE,NONE,O10T12M,2011
89956,BAL,SWE,1004,2966,12397,21,89956,B,R-LONGLINE,NONE,O10T12M,2011
24807,BAL,SWE,243,663,2890,4,24807,A,R-TRAMMEL,NONE,O10T12M,2011
66,BAL,SWE,1,66,10,1,66,B,R-TRAMMEL,NONE,O10T12M,2011
5893,BAL,SWE,88,136,892,1,5893,B,TRAMMEL,NONE,O10T12M,2011
544,BAL,SWE,5,109,52,1,544,C,TRAMMEL,NONE,O10T12M,2011
139792,BAL,DEU,1622,552,17829,34,139792,A,GILL,NONE,O10T12M,2012
10787,BAL,DEU,163,48,1764,5,10787,A,NONE,NONE,O10T12M,2012
22443,BAL,DEU,157,184,2405,6,22443,A,OTTER,NONE,O10T12M,2012
2174,BAL,DEU,48,22,355,2,2174,A,POTS,NONE,O10T12M,2012
376684,BAL,DEU,3967,800,47257,31,376684,A,R-GILL,NONE,O10T12M,2012
31611,BAL,DEU,379,184,3901,16,31611,A,R-LONGLINE,NONE,O10T12M,2012
6118,BAL,DEU,43,76,680,4,6118,A,R-OTTER,NONE,O10T12M,2012
19138,BAL,DEU,203,66,2859,3,19138,A,R-TRAMMEL,NONE,O10T12M,2012
7246,BAL,DNK,80,895,568.6,,7246,A,GILL,NONE,O10T12M,2012
20998,BAL,DNK,208,741,2513.2,,20998,A,NONE,NONE,O10T12M,2012
81,BAL,DNK,1,81,7.5,,81,A,OTTER,NONE,O10T12M,2012
4293,BAL,DNK,53,162,832.1,,4293,A,R-DEM_SEINE,NONE,O10T12M,2012
209511,BAL,DNK,2173,3156,22269.8,,209511,A,R-GILL,NONE,O10T12M,2012
54582,BAL,DNK,522,722,5502.9,,54582,B,R-GILL,NONE,O10T12M,2012
23276,BAL,DNK,271,770,2112.3,,23276,A,R-LONGLINE,NONE,O10T12M,2012
23058,BAL,DNK,198,1010,2295,,23058,B,R-LONGLINE,NONE,O10T12M,2012
145210,BAL,DNK,1258.5,3022,17501.85,,145210,A,R-OTTER,NONE,O10T12M,2012
92975,BAL,DNK,715,1455,10220.7,,92975,B,R-OTTER,NONE,O10T12M,2012
121147,BAL,DNK,1245,1765,15080.2,,121147,A,R-TRAMMEL,NONE,O10T12M,2012
131,BAL,DNK,1,131,19,,131,B,R-TRAMMEL,NONE,O10T12M,2012
480,BAL,DNK,5,96,50.5,,480,A,TRAMMEL,NONE,O10T12M,2012
11294,BAL,LTU,,,1799,6,11294,B,GILL,NONE,O10T12M,2012
28084,BAL,LTU,383,,4308,2,28084,B,R-GILL,NONE,O10T12M,2012
21213,BAL,POL,302,1379,2985,7,21213,A,GILL,NONE,O10T12M,2012
20655,BAL,POL,307,1496,3470,10,20655,B,GILL,NONE,O10T12M,2012
