measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
41480.58,BAL,SWE,255,687.64,3712.72,2,41480.58,B,PEL_TRAWL,NONE,O10T12M,2016
11804.68,BAL,SWE,71,351.76,1209.93,2,11804.68,A,POTS,NONE,O10T12M,2016
1676.53,BAL,SWE,14.74,446.32,208.16,2,1676.53,B,POTS,NONE,O10T12M,2016
4303.76,BAL,SWE,34,576,305.3,4,4303.76,C,POTS,NONE,O10T12M,2016
170337.92,BAL,SWE,1271.08,4743.47,17174.95,13,170337.92,A,R-GILL,NONE,O10T12M,2016
104850.89,BAL,SWE,1062.14,3668.89,12303.42,19,104850.89,B,R-GILL,NONE,O10T12M,2016
29810.63,BAL,SWE,325,885.52,3792.62,8,29810.63,C,R-GILL,NONE,O10T12M,2016
22232.98,BAL,SWE,90,676.54,713.69,2,22232.98,A,R-LONGLINE,NONE,O10T12M,2016
13258.58,BAL,SWE,151.64,872.82,1733.15,5,13258.58,B,R-LONGLINE,NONE,O10T12M,2016
213.25,BAL,SWE,2.3,114.71,28.51,1,213.25,A,R-OTTER,NONE,O10T12M,2016
2159.33,BAL,SWE,26.7,550.9,376.65,2,2159.33,B,R-OTTER,NONE,O10T12M,2016
37278.8,BAL,SWE,298.79,829.53,4353.4,4,37278.8,A,R-TRAMMEL,NONE,O10T12M,2016
68.38,BAL,SWE,1,68.38,5.8,1,68.38,B,R-TRAMMEL,NONE,O10T12M,2016
803,BAL,SWE,7,115,83,1,803,B,R-OTTER,T90,O10T12M,2010
230,BAL,SWE,2,115,24,1,230,B,R-OTTER,T90,O10T12M,2011
459,BAL,SWE,4,230,48,1,459,B,R-OTTER,T90,O10T12M,2012
229.42,BAL,SWE,2,114.71,23.7,1,229.42,B,R-OTTER,T90,O10T12M,2013
229.42,BAL,SWE,2,114.71,23.7,1,229.42,B,R-OTTER,T90,O10T12M,2014
344.13,BAL,SWE,3,229.42,35.55,1,344.13,B,R-OTTER,T90,O10T12M,2015
6380,BAL,LVA,29,,870,,6380,B,R-OTTER,BACOMA,O12T18M,2003
67327,BAL,SWE,237,4124,13043,16,67327,A,R-OTTER,BACOMA,O12T18M,2003
204252,BAL,SWE,832,5723,33520,20,204252,B,R-OTTER,BACOMA,O12T18M,2003
14080,BAL,LVA,64,,1920,,14080,B,R-OTTER,BACOMA,O12T18M,2004
58092,BAL,POL,372,5358,12515,30,58092,A,R-OTTER,BACOMA,O12T18M,2004
1319647,BAL,POL,8667,16668,301200,66,1319647,B,R-OTTER,BACOMA,O12T18M,2004
16662,BAL,POL,78,1058,2782,3,16662,B,R-PEL_TRAWL,BACOMA,O12T18M,2004
114348,BAL,SWE,410,4584,21060,17,114348,A,R-OTTER,BACOMA,O12T18M,2004
414487,BAL,SWE,1600,7230,73195,24,414487,B,R-OTTER,BACOMA,O12T18M,2004
660,BAL,SWE,2,330,110,1,660,A,R-PEL_TRAWL,BACOMA,O12T18M,2004
6440,BAL,SWE,20,580,1070,2,6440,B,R-PEL_TRAWL,BACOMA,O12T18M,2004
14080,BAL,LVA,64,,1920,,14080,B,R-OTTER,BACOMA,O12T18M,2005
126118,BAL,POL,773,3528,26050,21,126118,A,R-OTTER,BACOMA,O12T18M,2005
826273,BAL,POL,5367,13071,183301,50,826273,B,R-OTTER,BACOMA,O12T18M,2005
2910,BAL,POL,11,805,360,3,2910,B,R-PEL_TRAWL,BACOMA,O12T18M,2005
87236,BAL,SWE,286,2872,18277,10,87236,A,R-OTTER,BACOMA,O12T18M,2005
293909,BAL,SWE,1112,5876,52556,23,293909,B,R-OTTER,BACOMA,O12T18M,2005
5830,BAL,SWE,24,565,1452,2,5830,B,R-PEL_TRAWL,BACOMA,O12T18M,2005
640978,BAL,DEU,3571,10979,117332,35,640978,A,R-OTTER,BACOMA,O12T18M,2006
40167,BAL,DEU,195,3056,6389,11,40167,B,R-OTTER,BACOMA,O12T18M,2006
8136,BAL,DEU,47,382,1319,2,8136,A,R-PEL_TRAWL,BACOMA,O12T18M,2006
3723,BAL,DEU,17,219,1275,1,3723,B,R-PEL_TRAWL,BACOMA,O12T18M,2006
1320,BAL,LVA,6,,180,,1320,B,R-OTTER,BACOMA,O12T18M,2006
29582,BAL,POL,184,993,6312,6,29582,A,R-OTTER,BACOMA,O12T18M,2006
919791,BAL,POL,5637,9906,190773,35,919791,B,R-OTTER,BACOMA,O12T18M,2006
1004,BAL,POL,6,381,212,1,1004,B,R-PEL_TRAWL,BACOMA,O12T18M,2006
69791,BAL,SWE,243,2345,14045,9,69791,A,R-OTTER,BACOMA,O12T18M,2006
227397,BAL,SWE,937,4410,40994,14,227397,B,R-OTTER,BACOMA,O12T18M,2006
6015,BAL,SWE,18,649,1188,2,6015,B,R-PEL_TRAWL,BACOMA,O12T18M,2006
652758,BAL,DEU,3665,11473,121021,33,652758,A,R-OTTER,BACOMA,O12T18M,2007
6701,BAL,DEU,32,852,1228,2,6701,B,R-OTTER,BACOMA,O12T18M,2007
10924,BAL,DEU,66,382,1776,1,10924,A,R-PEL_TRAWL,BACOMA,O12T18M,2007
876,BAL,DEU,4,219,300,1,876,B,R-PEL_TRAWL,BACOMA,O12T18M,2007
122375,BAL,POL,695,3569,22353,21,122375,A,R-OTTER,BACOMA,O12T18M,2007
576304,BAL,POL,3294,9531,111007,28,576304,B,R-OTTER,BACOMA,O12T18M,2007
280,BAL,POL,2,140,72,1,280,A,R-PEL_TRAWL,BACOMA,O12T18M,2007
520,BAL,POL,2,260,64,1,520,B,R-PEL_TRAWL,BACOMA,O12T18M,2007
71743,BAL,SWE,263,2840,13818,10,71743,A,R-OTTER,BACOMA,O12T18M,2007
139580,BAL,SWE,571,3256,23270,13,139580,B,R-OTTER,BACOMA,O12T18M,2007
4407,BAL,SWE,13,339,806,1,4407,B,R-PEL_TRAWL,BACOMA,O12T18M,2007
552,BAL,DEU,3,184,129,1,552,A,R-BEAM,BACOMA,O12T18M,2008
585586,BAL,DEU,3212,11436,107983,33,585586,A,R-OTTER,BACOMA,O12T18M,2008
52341,BAL,DEU,263,3250,9370,16,52341,B,R-OTTER,BACOMA,O12T18M,2008
1782,BAL,DEU,11,162,286,1,1782,A,R-PEL_TRAWL,BACOMA,O12T18M,2008
97837,BAL,POL,632,3492,19234,22,97837,A,R-OTTER,BACOMA,O12T18M,2008
447766,BAL,POL,2568,11628,83860,40,447766,B,R-OTTER,BACOMA,O12T18M,2008
50107,BAL,SWE,172,3970,9567,13,50107,A,R-OTTER,BACOMA,O12T18M,2008
186340,BAL,SWE,688,4359,33190,15,186340,B,R-OTTER,BACOMA,O12T18M,2008
2160,BAL,SWE,8,270,204,1,2160,C,R-OTTER,BACOMA,O12T18M,2008
1695,BAL,SWE,5,339,310,1,1695,B,R-PEL_TRAWL,BACOMA,O12T18M,2008
507489,BAL,DEU,2792,11917,94128,31,507489,A,R-OTTER,BACOMA,O12T18M,2009
67405,BAL,DEU,324,4223,11196,18,67405,B,R-OTTER,BACOMA,O12T18M,2009
1095,BAL,DEU,5,219,375,1,1095,B,R-PEL_TRAWL,BACOMA,O12T18M,2009
75146,BAL,POL,535,2854,15569,20,75146,A,R-OTTER,BACOMA,O12T18M,2009
370719,BAL,POL,2325,6840,72374,29,370719,B,R-OTTER,BACOMA,O12T18M,2009
318,BAL,POL,1,318,39,1,318,B,R-PEL_TRAWL,BACOMA,O12T18M,2009
38391,BAL,SWE,125,1543,8928,5,38391,A,R-OTTER,BACOMA,O12T18M,2009
211684,BAL,SWE,794,3892,41922,14,211684,B,R-OTTER,BACOMA,O12T18M,2009
491575,BAL,DEU,2698,12074,89914,27,491575,A,R-OTTER,BACOMA,O12T18M,2010
99590,BAL,DEU,478,3614,17548,18,99590,B,R-OTTER,BACOMA,O12T18M,2010
440,BAL,DEU,2,220,64,1,440,A,R-PEL_TRAWL,BACOMA,O12T18M,2010
6570,BAL,DEU,30,219,2250,1,6570,B,R-PEL_TRAWL,BACOMA,O12T18M,2010
67937,BAL,POL,469,3182,13598,21,67937,A,R-OTTER,BACOMA,O12T18M,2010
440000,BAL,POL,2818,6551,88935,30,440000,B,R-OTTER,BACOMA,O12T18M,2010
160,BAL,POL,1,160,22,1,160,A,R-PEL_TRAWL,BACOMA,O12T18M,2010
22144,BAL,SWE,71,2223,5140,5,22144,A,R-OTTER,BACOMA,O12T18M,2010
188417,BAL,SWE,659,4098,37562,14,188417,B,R-OTTER,BACOMA,O12T18M,2010
500863,BAL,DEU,2660,10140,91686,28,500863,A,R-OTTER,BACOMA,O12T18M,2011
22840,BAL,DEU,107,2242,4160,10,22840,B,R-OTTER,BACOMA,O12T18M,2011
2140,BAL,DEU,10,428,260,1,2140,A,R-PEL_TRAWL,BACOMA,O12T18M,2011
7227,BAL,DEU,33,219,2475,1,7227,B,R-PEL_TRAWL,BACOMA,O12T18M,2011
552,BAL,LVA,3,,81,,552,B,R-OTTER,BACOMA,O12T18M,2011
50073,BAL,SWE,148,2773,11819,9,50073,A,R-OTTER,BACOMA,O12T18M,2011
200411,BAL,SWE,660,3864,42042,11,200411,B,R-OTTER,BACOMA,O12T18M,2011
4022,BAL,SWE,12,632,725,2,4022,B,R-PEL_TRAWL,BACOMA,O12T18M,2011
463808,BAL,DEU,2445,1342,85103,24,463808,A,R-OTTER,BACOMA,O12T18M,2012
20948,BAL,DEU,99,368,4335,9,20948,B,R-OTTER,BACOMA,O12T18M,2012
440,BAL,DEU,2,43,86,1,440,A,R-PEL_TRAWL,BACOMA,O12T18M,2012
5037,BAL,DEU,23,75,1725,1,5037,B,R-PEL_TRAWL,BACOMA,O12T18M,2012
24328,BAL,SWE,91,1982,4853,7,24328,A,R-OTTER,BACOMA,O12T18M,2012
188589,BAL,SWE,658,2950,40742,9,188589,B,R-OTTER,BACOMA,O12T18M,2012
29798,BAL,SWE,99,1374,6173,5,29798,A,R-OTTER,BACOMA,O12T18M,2013
132223,BAL,SWE,439,2983,29224,8,132223,B,R-OTTER,BACOMA,O12T18M,2013
894,BAL,SWE,3,298,135,1,894,B,R-PEL_TRAWL,BACOMA,O12T18M,2013
35650,BAL,SWE,117,1386,8221,5,35650,A,R-OTTER,BACOMA,O12T18M,2014
77319.07,BAL,SWE,258,2690,16077.16,8,77319.07,B,R-OTTER,BACOMA,O12T18M,2014
29495.5,BAL,SWE,96,947,7198.75,3,29495.5,A,R-OTTER,BACOMA,O12T18M,2015
66984.5,BAL,SWE,227,1308,12912.25,5,66984.5,B,R-OTTER,BACOMA,O12T18M,2015
294666,BAL,DEU,1510,907,51637,19,294666,A,R-OTTER,BACOMA,O12T18M,2016
20194,BAL,DEU,92,163,5365,3,20194,B,R-OTTER,BACOMA,O12T18M,2016
46349,BAL,DEU,391,1820,6712,8,46349,A,GILL,NONE,O12T18M,2003
12320,BAL,DEU,56,220,1344,1,12320,A,NONE,NONE,O12T18M,2003
142862,BAL,DEU,822,9785,25699,17,142862,A,OTTER,NONE,O12T18M,2003
54109,BAL,DEU,277,2873,12031,6,54109,A,PEL_TRAWL,NONE,O12T18M,2003
1752,BAL,DEU,8,219,600,1,1752,B,PEL_TRAWL,NONE,O12T18M,2003
174843,BAL,DEU,1538,3257,30187,10,174843,A,R-GILL,NONE,O12T18M,2003
11696,BAL,DEU,67,358,2456,1,11696,B,R-GILL,NONE,O12T18M,2003
27053,BAL,DEU,180,914,3857,4,27053,A,R-LONGLINE,NONE,O12T18M,2003
9806,BAL,DEU,55,366,1420,2,9806,B,R-LONGLINE,NONE,O12T18M,2003
929027,BAL,DEU,5179,11448,169764,36,929027,A,R-OTTER,NONE,O12T18M,2003
15795,BAL,DEU,72,439,4482,2,15795,B,R-OTTER,NONE,O12T18M,2003
4767,BAL,DEU,22,367,1027,1,4767,A,R-PEL_TRAWL,NONE,O12T18M,2003
484,BAL,DEU,11,44,121,1,484,A,R-TRAMMEL,NONE,O12T18M,2003
126,BAL,DNK,1,126,12,1,126,A,DEM_SEINE,NONE,O12T18M,2003
58965,BAL,DNK,420,1554,15700,6,58965,A,DREDGE,NONE,O12T18M,2003
12067,BAL,DNK,109,1019,2065,2,12067,A,GILL,NONE,O12T18M,2003
5402,BAL,DNK,42,366,764,1,5402,B,GILL,NONE,O12T18M,2003
24780,BAL,DNK,199,1158,3517,6,24780,A,NONE,NONE,O12T18M,2003
402,BAL,DNK,2,203,44,1,402,B,NONE,NONE,O12T18M,2003
302003,BAL,DNK,1621,14264,41804,19,302003,A,OTTER,NONE,O12T18M,2003
77664,BAL,DNK,416,4634,9109,17,77664,B,OTTER,NONE,O12T18M,2003
176579,BAL,DNK,994,8798,28873,23,176579,A,PEL_TRAWL,NONE,O12T18M,2003
115057,BAL,DNK,532,3360,14897,9,115057,B,PEL_TRAWL,NONE,O12T18M,2003
74775,BAL,DNK,486,2448,13746,8,74775,A,R-DEM_SEINE,NONE,O12T18M,2003
260043,BAL,DNK,2150,8469,41829,11,260043,A,R-GILL,NONE,O12T18M,2003
70070,BAL,DNK,509,2445,11180,7,70070,B,R-GILL,NONE,O12T18M,2003
22896,BAL,DNK,129,855,2283,4,22896,A,R-LONGLINE,NONE,O12T18M,2003
70354,BAL,DNK,377,1535,8143,8,70354,B,R-LONGLINE,NONE,O12T18M,2003
2195419,BAL,DNK,12650,40696,305053,115,2195419,A,R-OTTER,NONE,O12T18M,2003
776208,BAL,DNK,4254,14728,101222,79,776208,B,R-OTTER,NONE,O12T18M,2003
7118,BAL,DNK,38,1751,1013,7,7118,A,R-PEL_TRAWL,NONE,O12T18M,2003
29323,BAL,DNK,144,950,3059,4,29323,B,R-PEL_TRAWL,NONE,O12T18M,2003
134113,BAL,DNK,1008,3346,18646,10,134113,A,R-TRAMMEL,NONE,O12T18M,2003
576,BAL,DNK,4,288,56,2,576,B,R-TRAMMEL,NONE,O12T18M,2003
1850,BAL,DNK,15,237,250,1,1850,A,TRAMMEL,NONE,O12T18M,2003
426,BAL,LVA,3,,81,,426,B,OTTER,NONE,O12T18M,2003
8104,BAL,LVA,50,,1396,,8104,B,PEL_TRAWL,NONE,O12T18M,2003
3234,BAL,LVA,34,,668,,3234,B,R-GILL,NONE,O12T18M,2003
294,BAL,SWE,2,147,34,1,294,B,DEM_SEINE,NONE,O12T18M,2003
2300,BAL,SWE,20,115,500,1,2300,A,GILL,NONE,O12T18M,2003
346,BAL,SWE,2,346,37,1,346,B,GILL,NONE,O12T18M,2003
23057,BAL,SWE,150,1148,2683,4,23057,C,GILL,NONE,O12T18M,2003
1840,BAL,SWE,16,115,400,1,1840,A,NONE,NONE,O12T18M,2003
3297,BAL,SWE,12,479,838,1,3297,A,OTTER,NONE,O12T18M,2003
65790,BAL,SWE,287,1494,14182,3,65790,B,OTTER,NONE,O12T18M,2003
50965,BAL,SWE,291,2259,4605,12,50965,C,OTTER,NONE,O12T18M,2003
1176,BAL,SWE,8,147,136,1,1176,B,PEL_SEINE,NONE,O12T18M,2003
186,BAL,SWE,1,186,28,1,186,A,POTS,NONE,O12T18M,2003
67714,BAL,SWE,392,1753,9937,5,67714,A,R-GILL,NONE,O12T18M,2003
542710,BAL,SWE,3273,9344,79627,27,542710,B,R-GILL,NONE,O12T18M,2003
3159,BAL,SWE,22,382,576,2,3159,A,R-LONGLINE,NONE,O12T18M,2003
107909,BAL,SWE,720,2435,19976,13,107909,B,R-LONGLINE,NONE,O12T18M,2003
48613,BAL,SWE,174,3358,9762,10,48613,A,R-OTTER,NONE,O12T18M,2003
195945,BAL,SWE,793,5735,33017,18,195945,B,R-OTTER,NONE,O12T18M,2003
4152,BAL,SWE,24,173,1008,1,4152,A,R-TRAMMEL,NONE,O12T18M,2003
2000,BAL,SWE,20,100,320,1,2000,B,TRAMMEL,NONE,O12T18M,2003
60285,BAL,DEU,542,1194,8242,9,60285,A,GILL,NONE,O12T18M,2004
7920,BAL,DEU,36,220,864,1,7920,A,NONE,NONE,O12T18M,2004
121383,BAL,DEU,721,8220,22677,13,121383,A,OTTER,NONE,O12T18M,2004
47487,BAL,DEU,226,2021,11286,5,47487,A,PEL_TRAWL,NONE,O12T18M,2004
2190,BAL,DEU,10,219,750,1,2190,B,PEL_TRAWL,NONE,O12T18M,2004
440,BAL,DEU,2,220,48,1,440,A,POTS,NONE,O12T18M,2004
141752,BAL,DEU,1185,3018,22803,10,141752,A,R-GILL,NONE,O12T18M,2004
8290,BAL,DEU,50,358,1700,1,8290,B,R-GILL,NONE,O12T18M,2004
22635,BAL,DEU,154,587,2577,3,22635,A,R-LONGLINE,NONE,O12T18M,2004
10666,BAL,DEU,69,366,1892,2,10666,B,R-LONGLINE,NONE,O12T18M,2004
898526,BAL,DEU,5020,14245,162101,38,898526,A,R-OTTER,NONE,O12T18M,2004
5262,BAL,DEU,24,439,1596,2,5262,B,R-OTTER,NONE,O12T18M,2004
2439,BAL,DEU,13,937,457,2,2439,A,R-PEL_TRAWL,NONE,O12T18M,2004
14263,BAL,DEU,65,439,4091,2,14263,B,R-PEL_TRAWL,NONE,O12T18M,2004
2368,BAL,DEU,28,230,372,1,2368,A,R-TRAMMEL,NONE,O12T18M,2004
560,BAL,DNK,4,140,79,1,560,A,DEM_SEINE,NONE,O12T18M,2004
78384,BAL,DNK,562,1410,19767,7,78384,A,DREDGE,NONE,O12T18M,2004
13540,BAL,DNK,150,1242,2402,2,13540,A,GILL,NONE,O12T18M,2004
7295,BAL,DNK,57,765,1411,2,7295,B,GILL,NONE,O12T18M,2004
10789,BAL,DNK,77,533,1282,2,10789,A,NONE,NONE,O12T18M,2004
118,BAL,DNK,1,118,37,1,118,B,NONE,NONE,O12T18M,2004
415756,BAL,DNK,2200,13388,67812,25,415756,A,OTTER,NONE,O12T18M,2004
81465,BAL,DNK,395,6547,13418,24,81465,B,OTTER,NONE,O12T18M,2004
166500,BAL,DNK,897,5778,33150,20,166500,A,PEL_TRAWL,NONE,O12T18M,2004
100003,BAL,DNK,491,3007,15309,13,100003,B,PEL_TRAWL,NONE,O12T18M,2004
580,BAL,DNK,4,129,91,1,580,A,POTS,NONE,O12T18M,2004
103051,BAL,DNK,716,3521,23254,11,103051,A,R-DEM_SEINE,NONE,O12T18M,2004
271707,BAL,DNK,2312,6307,43753,10,271707,A,R-GILL,NONE,O12T18M,2004
34123,BAL,DNK,186,2052,6740,4,34123,B,R-GILL,NONE,O12T18M,2004
39395,BAL,DNK,203,3176,5046,8,39395,A,R-LONGLINE,NONE,O12T18M,2004
25106,BAL,DNK,128,1326,4455,8,25106,B,R-LONGLINE,NONE,O12T18M,2004
1880081,BAL,DNK,11238,35638,280803,110,1880081,A,R-OTTER,NONE,O12T18M,2004
426553,BAL,DNK,2263,9079,61772,44,426553,B,R-OTTER,NONE,O12T18M,2004
2849,BAL,DNK,16,758,389,2,2849,A,R-PEL_TRAWL,NONE,O12T18M,2004
30947,BAL,DNK,162,2369,4171,11,30947,B,R-PEL_TRAWL,NONE,O12T18M,2004
113741,BAL,DNK,899,2062,16834,6,113741,A,R-TRAMMEL,NONE,O12T18M,2004
103,BAL,DNK,1,103,16,1,103,B,R-TRAMMEL,NONE,O12T18M,2004
921,BAL,DNK,11,162,158,1,921,A,TRAMMEL,NONE,O12T18M,2004
12980,BAL,LVA,110,,2988,,12980,B,OTTER,NONE,O12T18M,2004
636096,BAL,LVA,4627,,124909,,636096,B,PEL_TRAWL,NONE,O12T18M,2004
110,BAL,LVA,1,,27,,110,C,PEL_TRAWL,NONE,O12T18M,2004
4838,BAL,LVA,49,,1074.2,,4838,B,R-GILL,NONE,O12T18M,2004
4235,BAL,POL,35,121,1330,1,4235,A,DEM_SEINE,NONE,O12T18M,2004
1960,BAL,POL,28,140,728,1,1960,A,GILL,NONE,O12T18M,2004
210,BAL,POL,3,70,42,1,210,B,GILL,NONE,O12T18M,2004
60485,BAL,POL,433,2755,14017,11,60485,A,OTTER,NONE,O12T18M,2004
284700,BAL,POL,2088,4195,68940,26,284700,B,OTTER,NONE,O12T18M,2004
1161,BAL,POL,5,381,163,2,1161,B,PEL_TRAWL,NONE,O12T18M,2004
3915,BAL,POL,29,270,435,1,3915,B,POTS,NONE,O12T18M,2004
80214,BAL,POL,663,1263,22922,10,80214,A,R-GILL,NONE,O12T18M,2004
1720869,BAL,POL,14041,21207,460882,107,1720869,B,R-GILL,NONE,O12T18M,2004
504,BAL,POL,7,72,105,1,504,A,R-LONGLINE,NONE,O12T18M,2004
377976,BAL,POL,3405,10858,91657,53,377976,B,R-LONGLINE,NONE,O12T18M,2004
1330,BAL,POL,19,70,190,1,1330,B,TRAMMEL,NONE,O12T18M,2004
5994,BAL,SWE,38,346,1426,1,5994,A,GILL,NONE,O12T18M,2004
20295,BAL,SWE,148,802,2792,3,20295,C,GILL,NONE,O12T18M,2004
805,BAL,SWE,7,115,175,1,805,A,NONE,NONE,O12T18M,2004
564,BAL,SWE,5,237,70,2,564,B,NONE,NONE,O12T18M,2004
103880,BAL,SWE,465,1632,20129,3,103880,B,OTTER,NONE,O12T18M,2004
47044,BAL,SWE,291,1965,4462,11,47044,C,OTTER,NONE,O12T18M,2004
2499,BAL,SWE,17,294,289,1,2499,B,PEL_SEINE,NONE,O12T18M,2004
1281,BAL,SWE,6,427,72,2,1281,B,PEL_TRAWL,NONE,O12T18M,2004
61354,BAL,SWE,346,1363,7978,5,61354,A,R-GILL,NONE,O12T18M,2004
410651,BAL,SWE,2415,7744,59342,20,410651,B,R-GILL,NONE,O12T18M,2004
22106,BAL,SWE,138,484,4051,3,22106,A,R-LONGLINE,NONE,O12T18M,2004
108451,BAL,SWE,764,3494,19868,20,108451,B,R-LONGLINE,NONE,O12T18M,2004
18105,BAL,SWE,69,1680,3688,5,18105,A,R-OTTER,NONE,O12T18M,2004
72054,BAL,SWE,299,1634,11495,7,72054,B,R-OTTER,NONE,O12T18M,2004
4498,BAL,SWE,26,173,1092,1,4498,A,R-TRAMMEL,NONE,O12T18M,2004
900,BAL,SWE,9,200,144,1,900,B,TRAMMEL,NONE,O12T18M,2004
14868,BAL,DEU,59,252,3127,1,14868,A,DREDGE,NONE,O12T18M,2005
63315,BAL,DEU,574,1054,8961,10,63315,A,GILL,NONE,O12T18M,2005
7921,BAL,DEU,36,441,869,1,7921,A,NONE,NONE,O12T18M,2005
156926,BAL,DEU,883,9763,29082,16,156926,A,OTTER,NONE,O12T18M,2005
76317,BAL,DEU,385,2367,16403,5,76317,A,PEL_TRAWL,NONE,O12T18M,2005
1105,BAL,DEU,5,442,190,1,1105,A,POTS,NONE,O12T18M,2005
117996,BAL,DEU,980,2489,18605,9,117996,A,R-GILL,NONE,O12T18M,2005
22330,BAL,DEU,146,1094,3320,7,22330,B,R-GILL,NONE,O12T18M,2005
29428,BAL,DEU,208,690,3521,4,29428,A,R-LONGLINE,NONE,O12T18M,2005
14040,BAL,DEU,85,659,2250,3,14040,B,R-LONGLINE,NONE,O12T18M,2005
750365,BAL,DEU,4108,14891,136542,35,750365,A,R-OTTER,NONE,O12T18M,2005
77639,BAL,DEU,403,4977,14166,24,77639,B,R-OTTER,NONE,O12T18M,2005
6345,BAL,DEU,30,1011,839,2,6345,A,R-PEL_TRAWL,NONE,O12T18M,2005
1424,BAL,DEU,7,382,287,1,1424,B,R-PEL_TRAWL,NONE,O12T18M,2005
1672,BAL,DEU,34,220,395,1,1672,A,R-TRAMMEL,NONE,O12T18M,2005
128,BAL,DNK,1,128,20,1,128,A,DEM_SEINE,NONE,O12T18M,2005
58087,BAL,DNK,442,1218,16995,6,58087,A,DREDGE,NONE,O12T18M,2005
13368,BAL,DNK,101,1598,1998,2,13368,A,GILL,NONE,O12T18M,2005
2929,BAL,DNK,21,399,656,1,2929,B,GILL,NONE,O12T18M,2005
10832,BAL,DNK,76,1004,1436,4,10832,A,NONE,NONE,O12T18M,2005
270,BAL,DNK,1,270,29,1,270,B,NONE,NONE,O12T18M,2005
403676,BAL,DNK,2276,15575,63477,37,403676,A,OTTER,NONE,O12T18M,2005
72212,BAL,DNK,362,5676,12561,18,72212,B,OTTER,NONE,O12T18M,2005
231241,BAL,DNK,1370,8898,46337,23,231241,A,PEL_TRAWL,NONE,O12T18M,2005
95617,BAL,DNK,475,2698,15473,11,95617,B,PEL_TRAWL,NONE,O12T18M,2005
837,BAL,DNK,6,129,132,1,837,A,POTS,NONE,O12T18M,2005
74854,BAL,DNK,513,2754,18638,8,74854,A,R-DEM_SEINE,NONE,O12T18M,2005
1561,BAL,DNK,11,147,562,1,1561,B,R-DEM_SEINE,NONE,O12T18M,2005
373120,BAL,DNK,2922,12046,58441,28,373120,A,R-GILL,NONE,O12T18M,2005
29130,BAL,DNK,169,1562,6123,4,29130,B,R-GILL,NONE,O12T18M,2005
34309,BAL,DNK,230,724,5052,4,34309,A,R-LONGLINE,NONE,O12T18M,2005
29755,BAL,DNK,190,1253,5042,5,29755,B,R-LONGLINE,NONE,O12T18M,2005
1945183,BAL,DNK,11333,35168,293404,98,1945183,A,R-OTTER,NONE,O12T18M,2005
524807,BAL,DNK,2801,14039,75616,68,524807,B,R-OTTER,NONE,O12T18M,2005
9270,BAL,DNK,61,1764,1862,5,9270,A,R-PEL_TRAWL,NONE,O12T18M,2005
23374,BAL,DNK,113,1970,3579,10,23374,B,R-PEL_TRAWL,NONE,O12T18M,2005
146587,BAL,DNK,1130,3453,22219,13,146587,A,R-TRAMMEL,NONE,O12T18M,2005
2405,BAL,DNK,21,129,283,1,2405,A,TRAMMEL,NONE,O12T18M,2005
220,BAL,EST,2,29,57,1,220,C,OTTER,NONE,O12T18M,2005
660,BAL,EST,6,29,174,1,660,B,PEL_TRAWL,NONE,O12T18M,2005
1383379,BAL,EST,1217,340,288114,16,1383379,C,PEL_TRAWL,NONE,O12T18M,2005
158,BAL,EST,1,15,15,1,158,B,R-OTTER,NONE,O12T18M,2005
2214,BAL,EST,14,15,206,1,2214,C,R-OTTER,NONE,O12T18M,2005
805,BAL,LTU,11,,238.02,,805,B,GILL,NONE,O12T18M,2005
4540,BAL,LTU,56,,1105.48,,4540,B,R-GILL,NONE,O12T18M,2005
3190,BAL,LTU,29,,481.69,,3190,B,R-LONGLINE,NONE,O12T18M,2005
10560,BAL,LVA,48,,1440,,10560,B,OTTER,NONE,O12T18M,2005
702116,BAL,LVA,4333,,116328,,702116,B,PEL_TRAWL,NONE,O12T18M,2005
13004,BAL,LVA,139,,2434.5,,13004,B,R-GILL,NONE,O12T18M,2005
4598,BAL,POL,38,121,1444,1,4598,A,DEM_SEINE,NONE,O12T18M,2005
1330,BAL,POL,19,70,494,1,1330,A,GILL,NONE,O12T18M,2005
78540,BAL,POL,556,1998,20222,9,78540,A,OTTER,NONE,O12T18M,2005
123323,BAL,POL,799,3143,27074,20,123323,B,OTTER,NONE,O12T18M,2005
381,BAL,POL,2,381,64,2,381,B,PEL_TRAWL,NONE,O12T18M,2005
6750,BAL,POL,50,135,750,1,6750,B,POTS,NONE,O12T18M,2005
169568,BAL,POL,1342,3986,45174,33,169568,A,R-GILL,NONE,O12T18M,2005
1011056,BAL,POL,8165,15873,262743,86,1011056,B,R-GILL,NONE,O12T18M,2005
87120,BAL,POL,831,4384,22002,39,87120,A,R-LONGLINE,NONE,O12T18M,2005
375699,BAL,POL,3243,10894,90595,62,375699,B,R-LONGLINE,NONE,O12T18M,2005
173,BAL,SWE,1,173,42,1,173,A,GILL,NONE,O12T18M,2005
22269,BAL,SWE,127,1404,2046,3,22269,C,GILL,NONE,O12T18M,2005
137838,BAL,SWE,612,2648,27604,5,137838,B,OTTER,NONE,O12T18M,2005
55116,BAL,SWE,300,2415,4985,11,55116,C,OTTER,NONE,O12T18M,2005
9028,BAL,SWE,46,461,604,1,9028,B,PEL_TRAWL,NONE,O12T18M,2005
